Stock,Date,Price
Tata,3/7/2022,394
Tata,3/8/2022,392
Tata,3/9/2022,406
Tata,3/10/2022,420
Tata,3/11/2022,418
Tata,3/14/2022,412
Tata,3/15/2022,414
Tata,3/16/2022,425
Tata,3/17/2022,434
Tata,3/21/2022,428
Tata,3/22/2022,440
Tata,3/23/2022,436
Tata,3/24/2022,433
Tata,3/25/2022,432
Tata,3/28/2022,433
Tata,3/29/2022,434
Tata,3/30/2022,436
Tata,3/31/2022,434
Tata,4/1/2022,441
Tata,4/4/2022,447
Tata,4/5/2022,458
Tata,4/6/2022,456
Tata,4/7/2022,449
Tata,4/8/2022,452
Tata,4/11/2022,452
Tata,4/12/2022,438
Tata,4/13/2022,431
Tata,4/18/2022,434
Tata,4/19/2022,424
Tata,4/20/2022,441
Tata,4/21/2022,448
Tata,4/22/2022,439
Tata,4/25/2022,425
Tata,4/26/2022,435
Tata,4/27/2022,430
Tata,4/28/2022,436
Tata,4/29/2022,438
Tata,5/2/2022,433
Tata,5/4/2022,424
Tata,5/5/2022,426
Tata,5/6/2022,409
Tata,5/9/2022,404
Tata,5/10/2022,392
Tata,5/11/2022,388
Tata,5/12/2022,372
Tata,5/13/2022,404
Tata,5/16/2022,405
Tata,5/17/2022,424
Tata,5/18/2022,415
Tata,5/19/2022,399
Tata,5/20/2022,418
Tata,5/23/2022,422
Tata,5/24/2022,426
Tata,5/25/2022,417
Tata,5/26/2022,421
Tata,5/27/2022,430
Tata,5/30/2022,442
Tata,5/31/2022,444
Tata,6/1/2022,445
Tata,6/2/2022,439
Tata,6/3/2022,432
Tata,6/6/2022,432
Tata,6/7/2022,436
Tata,6/8/2022,436
Tata,6/9/2022,429
Tata,6/10/2022,428
Tata,6/13/2022,407
Tata,6/14/2022,405
Tata,6/15/2022,414
Tata,6/16/2022,393
Tata,6/17/2022,389
Tata,6/20/2022,383
Tata,6/21/2022,398
Tata,6/22/2022,393
Tata,6/23/2022,407
Tata,6/24/2022,409
Tata,6/27/2022,415
Tata,6/28/2022,417
Tata,6/29/2022,417
Tata,6/30/2022,412
Tata,7/1/2022,413
Tata,7/4/2022,408
Tata,7/5/2022,412
Tata,7/6/2022,416
Tata,7/7/2022,431
Tata,7/8/2022,442
Tata,7/11/2022,437
Tata,7/12/2022,430
Tata,7/13/2022,427
Tata,7/14/2022,428
Tata,7/15/2022,440
Tata,7/18/2022,451
Tata,7/19/2022,449
Tata,7/20/2022,453
Tata,7/21/2022,455
Tata,7/22/2022,455
Tata,7/25/2022,450
Tata,7/26/2022,441
Tata,7/27/2022,444
Tata,7/28/2022,442
Tata,7/29/2022,450
Tata,8/1/2022,479
Tata,8/2/2022,476
Tata,8/3/2022,468
Tata,8/4/2022,469
Tata,8/5/2022,465
Tata,8/8/2022,468
Tata,8/10/2022,476
Tata,8/11/2022,477
Tata,8/12/2022,478
Tata,8/16/2022,490
Tata,8/17/2022,485
Tata,8/18/2022,485
Tata,8/19/2022,471
Tata,8/22/2022,454
Tata,8/23/2022,460
Tata,8/24/2022,463
Tata,8/25/2022,459
Tata,8/26/2022,465
Tata,8/29/2022,453
Tata,8/30/2022,471
Tata,9/1/2022,467
Tata,9/2/2022,462
Tata,9/5/2022,459
Tata,9/6/2022,458
Tata,9/7/2022,446
Tata,9/8/2022,442
Tata,9/9/2022,446
Tata,9/12/2022,451
Tata,9/13/2022,457
Tata,9/14/2022,450
Tata,9/15/2022,447
Tata,9/16/2022,432
Tata,9/19/2022,426
Tata,9/20/2022,434
Tata,9/21/2022,428
Tata,9/22/2022,432
Tata,9/23/2022,423
Tata,9/26/2022,398
Tata,9/27/2022,399
Tata,9/28/2022,399
Tata,9/29/2022,402
Tata,9/30/2022,405
Tata,10/3/2022,398
Tata,10/4/2022,408
Tata,10/6/2022,414
Tata,10/7/2022,412
Tata,10/10/2022,396
Tata,10/11/2022,393
Tata,10/12/2022,397
Tata,10/13/2022,399
Tata,10/14/2022,396
Tata,10/17/2022,396
Tata,10/18/2022,404
Tata,10/19/2022,399
Tata,10/20/2022,398
Tata,10/21/2022,398
Tata,10/24/2022,402
Tata,10/25/2022,405
Tata,10/27/2022,408
Tata,10/28/2022,410
Tata,10/31/2022,413
Tata,11/1/2022,422
Tata,11/2/2022,422
Tata,11/3/2022,416
Tata,11/4/2022,425
Tata,11/7/2022,435
Tata,11/9/2022,433
Tata,11/10/2022,412
Tata,11/11/2022,424
Tata,11/14/2022,434
Tata,11/15/2022,437
Tata,11/16/2022,431
Tata,11/17/2022,424
Tata,11/18/2022,424
Tata,11/21/2022,421
Tata,11/22/2022,425
Tata,11/23/2022,424
Tata,11/24/2022,423
Tata,11/25/2022,433
Tata,11/28/2022,433
Tata,11/29/2022,433
Tata,11/30/2022,439
Tata,12/1/2022,438
Tata,12/2/2022,435
Tata,12/5/2022,429
Tata,12/6/2022,427
Tata,12/7/2022,420
Tata,12/8/2022,417
Tata,12/9/2022,413
Tata,12/12/2022,414
Tata,12/13/2022,419
Tata,12/14/2022,418
Tata,12/15/2022,417
Tata,12/16/2022,421
Tata,12/19/2022,418
Tata,12/20/2022,411
Tata,12/21/2022,403
Tata,12/22/2022,394
Tata,12/23/2022,378
Tata,12/26/2022,385
Tata,12/27/2022,394
Tata,12/28/2022,391
Tata,12/29/2022,386
Tata,12/30/2022,388
Tata,1/2/2023,395
Tata,1/3/2023,394
Tata,1/4/2023,386
Tata,1/5/2023,387
Tata,1/6/2023,382
Tata,1/9/2023,389
Tata,1/10/2023,413
Tata,1/11/2023,418
Tata,1/12/2023,412
Tata,1/13/2023,411
Tata,1/16/2023,413
Tata,1/17/2023,415
Tata,1/18/2023,408
Tata,1/19/2023,401
Tata,1/20/2023,403
Tata,1/23/2023,408
Tata,1/24/2023,422
Tata,1/25/2023,419
Tata,1/27/2023,446
Tata,1/30/2023,444
Tata,1/31/2023,452
Tata,2/1/2023,447
Tata,2/2/2023,445
Tata,2/3/2023,445
Tata,2/6/2023,442
Tata,2/7/2023,435
Tata,2/8/2023,440
Tata,2/9/2023,437
Tata,2/10/2023,446
Tata,2/13/2023,441
Tata,2/14/2023,440
Tata,2/15/2023,444
Tata,2/16/2023,442
Tata,2/17/2023,440
Tata,2/20/2023,443
Tata,2/21/2023,437
Tata,2/22/2023,430
Tata,2/23/2023,433
Tata,2/24/2023,428
Tata,2/27/2023,418
Tata,2/28/2023,421
Tata,3/1/2023,426
Tata,3/2/2023,420
Tata,3/3/2023,428
Tata,3/6/2023,440
Tata,3/8/2023,439
Tata,3/9/2023,432
Tata,3/10/2023,436
Tata,3/13/2023,422
Tata,3/14/2023,417
Tata,3/15/2023,411
Tata,3/16/2023,416
Tata,3/17/2023,419
Tata,3/20/2023,411
Tata,3/21/2023,412
Tata,3/22/2023,416
Tata,3/23/2023,419
Tata,3/24/2023,416
Tata,3/27/2023,412
Tata,3/28/2023,402
Tata,3/29/2023,409
Tata,3/31/2023,421
Tata,4/3/2023,424
Tata,4/5/2023,426
Tata,4/6/2023,438
Tata,4/10/2023,461
Tata,4/11/2023,459
Tata,4/12/2023,465
Tata,4/13/2023,470
Tata,4/17/2023,472
Tata,4/18/2023,473
Tata,4/19/2023,469
Tata,4/20/2023,477
Tata,4/21/2023,471
Tata,4/24/2023,475
Tata,4/25/2023,473
Tata,4/26/2023,478
Tata,4/27/2023,482
Tata,4/28/2023,485
Tata,5/2/2023,480
Tata,5/3/2023,484
Tata,5/4/2023,481
Tata,5/5/2023,477
Tata,5/8/2023,500
Tata,5/9/2023,504
Tata,5/10/2023,509
Tata,5/11/2023,512
Tata,5/12/2023,516
Tata,5/15/2023,531
Tata,5/16/2023,521
Tata,5/17/2023,516
Tata,5/18/2023,508
Tata,5/19/2023,525
Tata,5/22/2023,522
Tata,5/23/2023,529
Tata,5/24/2023,520
Tata,5/25/2023,515
Tata,5/26/2023,519
Tata,5/29/2023,521
Tata,5/30/2023,519
Tata,5/31/2023,526
Tata,6/1/2023,535
Tata,6/2/2023,536
Tata,6/5/2023,546
Tata,6/6/2023,556
Tata,6/7/2023,568
Tata,6/8/2023,560
Tata,6/9/2023,562
Tata,6/12/2023,564
Tata,6/13/2023,562
Tata,6/14/2023,570
Tata,6/15/2023,568
Tata,6/16/2023,570
Tata,6/19/2023,566
Tata,6/20/2023,583
Tata,6/21/2023,581
Tata,6/22/2023,569
Tata,6/23/2023,559
Tata,6/26/2023,568
Tata,6/27/2023,573
Tata,6/28/2023,587
Tata,6/30/2023,596
Tata,7/3/2023,591
Tata,7/4/2023,591
Tata,7/5/2023,588
Tata,7/6/2023,601
Tata,7/7/2023,618
Tata,7/10/2023,618
Tata,7/11/2023,629
Tata,7/12/2023,621
Tata,7/13/2023,621
Tata,7/14/2023,625
Tata,7/17/2023,618
Tata,7/18/2023,612
Tata,7/19/2023,620
Tata,7/20/2023,622
Tata,7/21/2023,626
Tata,7/24/2023,629
Tata,7/25/2023,639
Tata,7/26/2023,641
Tata,7/27/2023,646
Tata,7/28/2023,635
Tata,7/31/2023,644
Tata,8/1/2023,643
Tata,8/2/2023,623
Tata,8/3/2023,619
Tata,8/4/2023,615
Tata,8/7/2023,610
Tata,8/8/2023,607
Tata,8/9/2023,623
Tata,8/10/2023,618
Tata,8/11/2023,612
Tata,8/14/2023,607
Tata,8/16/2023,619
Tata,8/17/2023,614
Tata,8/18/2023,616
Tata,8/21/2023,621
Tata,8/22/2023,620
Tata,8/23/2023,614
Tata,8/24/2023,611
Tata,8/25/2023,605
Tata,8/28/2023,602
Tata,8/29/2023,607
Tata,8/30/2023,606
Tata,8/31/2023,601
Tata,9/1/2023,611
Tata,9/4/2023,609
Tata,9/5/2023,611
Tata,9/6/2023,610
Tata,9/7/2023,615
Tata,9/8/2023,627
Tata,9/11/2023,635
Tata,9/12/2023,621
Tata,9/13/2023,626
Tata,9/14/2023,624
Tata,9/15/2023,634
Tata,9/18/2023,641
Tata,9/20/2023,638
Tata,9/21/2023,627
Tata,9/22/2023,621
Tata,9/25/2023,619
Tata,9/26/2023,620
Tata,9/27/2023,620
Tata,9/28/2023,614
Tata,9/29/2023,630
Tata,10/3/2023,620
Tata,10/4/2023,614
Tata,10/5/2023,620
Tata,10/6/2023,622
Tata,10/9/2023,617
Tata,10/10/2023,631
Tata,10/11/2023,634
Tata,10/12/2023,637
Tata,10/13/2023,667
Tata,10/16/2023,666
Tata,10/17/2023,656
Tata,10/18/2023,668
Tata,10/19/2023,668
Tata,10/20/2023,663
Tata,10/23/2023,647
Tata,10/25/2023,638
Tata,10/26/2023,626
Tata,10/27/2023,641
Tata,10/30/2023,628
Tata,10/31/2023,629
Tata,11/1/2023,627
Tata,11/2/2023,637
Tata,11/3/2023,648
Tata,11/6/2023,646
Tata,11/7/2023,645
Tata,11/8/2023,642
Tata,11/9/2023,649
Tata,11/10/2023,651
Tata,11/12/2023,654
Tata,11/13/2023,653
Tata,11/15/2023,672
Tata,11/16/2023,680
Tata,11/17/2023,681
Tata,11/20/2023,674
Tata,11/21/2023,681
Tata,11/22/2023,681
Tata,11/23/2023,680
Tata,11/24/2023,674
Tata,11/28/2023,698
Tata,11/29/2023,712
Tata,11/30/2023,706
Tata,12/1/2023,706
Tata,12/4/2023,705
Tata,12/5/2023,708
Tata,12/6/2023,722
Tata,12/7/2023,722
Tata,12/8/2023,715
Tata,12/11/2023,721
Tata,12/12/2023,715
Tata,12/13/2023,720
Tata,12/14/2023,720
Tata,12/15/2023,732
Tata,12/18/2023,731
Tata,12/19/2023,729
Tata,12/20/2023,705
Tata,12/21/2023,709
Tata,12/22/2023,725
Tata,12/26/2023,720
Tata,12/27/2023,741
Tata,12/28/2023,754
Tata,12/29/2023,781
Tata,1/1/2024,791
Tata,1/2/2024,785
Tata,1/3/2024,781
Tata,1/4/2024,796
Tata,1/5/2024,791
Tata,1/8/2024,789
Tata,1/9/2024,800
Tata,1/10/2024,808
Tata,1/11/2024,816
Tata,1/12/2024,816
Tata,1/15/2024,812
Tata,1/16/2024,819
Tata,1/17/2024,806
Tata,1/18/2024,819
Tata,1/19/2024,823
Tata,1/20/2024,819
Tata,1/23/2024,800
Tata,1/24/2024,811
Tata,1/25/2024,811
Tata,1/29/2024,841
Tata,1/30/2024,859
Tata,1/31/2024,884
Tata,2/1/2024,878
Tata,2/2/2024,879
Tata,2/5/2024,927
Tata,2/6/2024,939
Tata,2/7/2024,934
Tata,2/8/2024,924
Tata,2/9/2024,915
Tata,2/12/2024,911
Tata,2/13/2024,907
Tata,2/14/2024,918
Tata,2/15/2024,920
Tata,2/16/2024,939
Tata,2/19/2024,933
Tata,2/20/2024,926
Tata,2/21/2024,921
Tata,2/22/2024,932
Tata,2/23/2024,937
Tata,2/26/2024,937
Tata,2/27/2024,963
Tata,2/28/2024,958
Tata,2/29/2024,951
Tata,3/1/2024,977
Tata,3/2/2024,988
Tata,3/4/2024,987
Tata,3/5/2024,1022
Tata,3/6/2024,1018
Tata,3/7/2024,1039
Tata,3/11/2024,1028
Tata,3/12/2024,1017
Tata,3/13/2024,973
Tata,3/14/2024,968
Tata,3/15/2024,946
Tata,3/18/2024,972
Tata,3/19/2024,958
Tata,3/20/2024,941
Tata,3/21/2024,965
Tata,3/22/2024,980
Tata,3/26/2024,986
Tata,3/27/2024,979
Tata,3/28/2024,993
Tata,4/1/2024,992
Tata,4/2/2024,1004
Tata,4/3/2024,1009
Tata,4/4/2024,1012
Tata,4/5/2024,1007
Tata,4/8/2024,1013
Tata,4/9/2024,1008
Tata,4/10/2024,1013
Tata,4/12/2024,1018
Tata,4/15/2024,999
Tata,4/16/2024,992
Tata,4/18/2024,971
Tata,4/19/2024,963
Tata,4/22/2024,974
Tata,4/23/2024,987
Tata,4/24/2024,992
Tata,4/25/2024,1001
Tata,4/26/2024,999
Tata,4/29/2024,1000
Tata,4/30/2024,1008
Tata,5/2/2024,1028
Tata,5/3/2024,1014
Tata,5/6/2024,1016
Tata,5/7/2024,988
Tata,5/8/2024,1012
Tata,5/9/2024,1030
Tata,5/10/2024,1047
Tata,5/13/2024,960
Tata,5/14/2024,965
Tata,5/15/2024,947
Tata,5/16/2024,936
Tata,5/17/2024,946
Tata,5/18/2024,953
Tata,5/21/2024,951
Tata,5/22/2024,947
Tata,5/23/2024,962
Tata,5/24/2024,961
Tata,5/27/2024,958
Tata,5/28/2024,947
Tata,5/29/2024,944
Tata,5/30/2024,924
Tata,5/31/2024,923
Tata,6/3/2024,951
Tata,6/4/2024,904
Tata,6/5/2024,930
Tata,6/6/2024,938
Tata,6/7/2024,970
Tata,6/10/2024,975
Tata,6/11/2024,987
Tata,6/12/2024,989
Tata,6/13/2024,986
Tata,6/14/2024,993
Tata,6/18/2024,986
Tata,6/19/2024,977
Tata,6/20/2024,978
Tata,6/21/2024,961
Tata,6/24/2024,958
Tata,6/25/2024,955
Tata,6/26/2024,952
Tata,6/27/2024,972
Tata,6/28/2024,990
Tata,7/1/2024,1002
Tata,7/2/2024,981
Tata,7/3/2024,976
Tata,7/4/2024,999
Tata,7/5/2024,994
Tata,7/8/2024,1002
Tata,7/9/2024,1015
Tata,7/10/2024,1005
Tata,7/11/2024,1021
Tata,7/12/2024,1017
Tata,7/15/2024,1024
Tata,7/16/2024,1021
Tata,7/18/2024,1025
Tata,7/19/2024,990
Tata,7/22/2024,1003
Tata,7/23/2024,1001
Tata,7/24/2024,1028
Tata,7/25/2024,1091
Tata,7/26/2024,1118
Tata,7/29/2024,1124
Tata,7/30/2024,1162
Tata,7/31/2024,1156
Tata,8/1/2024,1145
Tata,8/2/2024,1097
Tata,8/5/2024,1017
Tata,8/6/2024,1014
Tata,8/7/2024,1025
Tata,8/8/2024,1041
Tata,8/9/2024,1067
Tata,8/12/2024,1076
Tata,8/13/2024,1054
Tata,8/14/2024,1062
Tata,8/16/2024,1099
Tata,8/19/2024,1088
Tata,8/20/2024,1087
Tata,8/21/2024,1085
Tata,8/22/2024,1069
Tata,8/23/2024,1085
Tata,8/26/2024,1092
Tata,8/27/2024,1077
Tata,8/28/2024,1075
Tata,8/29/2024,1120
Tata,8/30/2024,1109
Tata,9/2/2024,1093
Tata,9/3/2024,1086
Tata,9/4/2024,1080
Tata,9/5/2024,1069
Tata,9/6/2024,1049
Tata,9/9/2024,1039
Tata,9/10/2024,1035
Tata,9/11/2024,976
Tata,9/12/2024,986
Tata,9/13/2024,992
Tata,9/16/2024,988
Tata,9/17/2024,975
Tata,9/18/2024,962
Tata,9/19/2024,967
Tata,9/20/2024,971
Tata,9/23/2024,972
Tata,9/24/2024,977
Tata,9/25/2024,964
Tata,9/26/2024,993
Tata,9/27/2024,992
Tata,9/30/2024,975
Tata,10/1/2024,965
Tata,10/3/2024,926
Tata,10/4/2024,931
Tata,10/7/2024,928
Tata,10/8/2024,920
Tata,10/9/2024,939
Tata,10/10/2024,929
Tata,10/11/2024,931
Tata,10/14/2024,928
Tata,10/15/2024,917
Tata,10/16/2024,907
Tata,10/17/2024,892
Tata,10/18/2024,910
Tata,10/21/2024,903
Tata,10/22/2024,879
Tata,10/23/2024,877
Tata,10/24/2024,880
Tata,10/25/2024,864
Tata,10/28/2024,879
Tata,10/29/2024,843
Tata,10/30/2024,840
Tata,10/31/2024,834
Tata,11/1/2024,844
Tata,11/4/2024,824
Tata,11/5/2024,835
Tata,11/6/2024,840
Tata,11/7/2024,820
Tata,11/8/2024,806
Tata,11/11/2024,805
Tata,11/12/2024,785
Tata,11/13/2024,786
Tata,11/14/2024,774
Tata,11/18/2024,772
Tata,11/19/2024,783
Tata,11/21/2024,774
Tata,11/22/2024,791
Tata,11/25/2024,797
Tata,11/26/2024,783
Tata,11/27/2024,784
Tata,11/28/2024,780
Tata,11/29/2024,787
Tata,12/2/2024,790
Tata,12/3/2024,801
Tata,12/4/2024,788
Tata,12/5/2024,793
Tata,12/6/2024,817
Tata,12/9/2024,799
Tata,12/10/2024,800
Tata,12/11/2024,799
Tata,12/12/2024,786
Tata,12/13/2024,791
Tata,12/16/2024,785
Tata,12/17/2024,779
Tata,12/18/2024,756
Tata,12/19/2024,744
Tata,12/20/2024,724
Tata,12/23/2024,723
Tata,12/24/2024,736
Tata,12/26/2024,741
Tata,12/27/2024,751
Tata,12/30/2024,734
Tata,12/31/2024,741
Tata,1/1/2025,749
Tata,1/2/2025,765
Tata,1/3/2025,790
Tata,1/6/2025,776
Tata,1/7/2025,793
Tata,1/8/2025,795
Tata,1/9/2025,780
Tata,1/10/2025,774
Tata,1/13/2025,751
Tata,1/14/2025,771
Tata,1/15/2025,763
Tata,1/16/2025,774
Tata,1/17/2025,779
Tata,1/20/2025,774
Tata,1/21/2025,760
Tata,1/22/2025,743
Tata,1/23/2025,753
Tata,1/24/2025,734
Tata,1/27/2025,713
Tata,1/28/2025,728
Tata,1/29/2025,752
Tata,1/30/2025,697
Tata,1/31/2025,716
Tata,2/1/2025,706
Tata,2/3/2025,687
Tata,2/4/2025,711
Tata,2/5/2025,717
Tata,2/6/2025,710
Tata,2/7/2025,707
Tata,2/10/2025,696
Tata,2/11/2025,678
Tata,2/12/2025,684
Tata,2/13/2025,684
Tata,2/14/2025,680
Tata,2/17/2025,687
Tata,2/18/2025,682
Tata,2/19/2025,681
Tata,2/20/2025,690
Tata,2/21/2025,673
Tata,2/24/2025,668
Tata,2/25/2025,662
Tata,2/27/2025,648
Tata,2/28/2025,621
Tata,3/3/2025,621
Tata,3/4/2025,619
Tata,3/5/2025,641
Tata,3/6/2025,640
Tata,3/7/2025,648
Tata,3/10/2025,648
Tata,3/11/2025,648
Tata,3/12/2025,668
Tata,3/13/2025,655
Tata,3/17/2025,661
Tata,3/18/2025,680
Tata,3/19/2025,682
Tata,3/20/2025,690
Tata,3/21/2025,703
Tata,3/24/2025,713
Tata,3/25/2025,710
Tata,3/26/2025,708
Tata,3/27/2025,669
