Stock,Date,Price
Bajaj,7/4/2023,1629
Bajaj,7/5/2023,1615
Bajaj,7/6/2023,1620
Bajaj,7/7/2023,1614
Bajaj,7/10/2023,1598
Bajaj,7/11/2023,1593
Bajaj,7/12/2023,1592
Bajaj,7/13/2023,1616
Bajaj,7/14/2023,1614
Bajaj,7/17/2023,1611
Bajaj,7/18/2023,1618
Bajaj,7/19/2023,1644
Bajaj,7/20/2023,1635
Bajaj,7/21/2023,1631
Bajaj,7/24/2023,1658
Bajaj,7/25/2023,1648
Bajaj,7/26/2023,1626
Bajaj,7/27/2023,1612
Bajaj,7/28/2023,1584
Bajaj,7/31/2023,1598
Bajaj,8/1/2023,1572
Bajaj,8/2/2023,1527
Bajaj,8/3/2023,1495
Bajaj,8/4/2023,1486
Bajaj,8/7/2023,1508
Bajaj,8/8/2023,1516
Bajaj,8/9/2023,1516
Bajaj,8/10/2023,1520
Bajaj,8/11/2023,1503
Bajaj,8/14/2023,1482
Bajaj,8/16/2023,1469
Bajaj,8/17/2023,1477
Bajaj,8/18/2023,1460
Bajaj,8/21/2023,1479
Bajaj,8/22/2023,1468
Bajaj,8/23/2023,1470
Bajaj,8/24/2023,1469
Bajaj,8/25/2023,1504
Bajaj,8/28/2023,1499
Bajaj,8/29/2023,1505
Bajaj,8/30/2023,1502
Bajaj,8/31/2023,1488
Bajaj,9/1/2023,1514
Bajaj,9/4/2023,1510
Bajaj,9/5/2023,1510
Bajaj,9/6/2023,1519
Bajaj,9/7/2023,1519
Bajaj,9/8/2023,1541
Bajaj,9/11/2023,1549
Bajaj,9/12/2023,1544
Bajaj,9/13/2023,1552
Bajaj,9/14/2023,1551
Bajaj,9/15/2023,1538
Bajaj,9/18/2023,1559
Bajaj,9/20/2023,1551
Bajaj,9/21/2023,1525
Bajaj,9/22/2023,1542
Bajaj,9/25/2023,1577
Bajaj,9/26/2023,1568
Bajaj,9/27/2023,1566
Bajaj,9/28/2023,1539
Bajaj,9/29/2023,1540
Bajaj,10/3/2023,1561
Bajaj,10/4/2023,1532
Bajaj,10/5/2023,1542
Bajaj,10/6/2023,1633
Bajaj,10/9/2023,1621
Bajaj,10/10/2023,1633
Bajaj,10/11/2023,1636
Bajaj,10/12/2023,1634
Bajaj,10/13/2023,1646
Bajaj,10/16/2023,1642
Bajaj,10/17/2023,1657
Bajaj,10/18/2023,1628
Bajaj,10/19/2023,1634
Bajaj,10/20/2023,1635
Bajaj,10/23/2023,1612
Bajaj,10/25/2023,1610
Bajaj,10/26/2023,1559
Bajaj,10/27/2023,1566
Bajaj,10/30/2023,1561
Bajaj,10/31/2023,1568
Bajaj,11/1/2023,1574
Bajaj,11/2/2023,1576
Bajaj,11/3/2023,1538
Bajaj,11/6/2023,1564
Bajaj,11/7/2023,1570
Bajaj,11/8/2023,1576
Bajaj,11/9/2023,1583
Bajaj,11/10/2023,1596
Bajaj,11/12/2023,1594
Bajaj,11/13/2023,1585
Bajaj,11/15/2023,1594
Bajaj,11/16/2023,1620
Bajaj,11/17/2023,1615
Bajaj,11/20/2023,1598
Bajaj,11/21/2023,1610
Bajaj,11/22/2023,1622
Bajaj,11/23/2023,1624
Bajaj,11/24/2023,1617
Bajaj,11/28/2023,1655
Bajaj,11/29/2023,1654
Bajaj,11/30/2023,1675
Bajaj,12/1/2023,1685
Bajaj,12/4/2023,1695
Bajaj,12/5/2023,1693
Bajaj,12/6/2023,1700
Bajaj,12/7/2023,1704
Bajaj,12/8/2023,1710
Bajaj,12/11/2023,1703
Bajaj,12/12/2023,1706
Bajaj,12/13/2023,1684
Bajaj,12/14/2023,1731
Bajaj,12/15/2023,1733
Bajaj,12/18/2023,1724
Bajaj,12/19/2023,1710
Bajaj,12/20/2023,1681
Bajaj,12/21/2023,1668
Bajaj,12/22/2023,1671
Bajaj,12/26/2023,1648
Bajaj,12/27/2023,1670
Bajaj,12/28/2023,1680
Bajaj,12/29/2023,1685
Bajaj,1/1/2024,1674
Bajaj,1/2/2024,1687
Bajaj,1/3/2024,1677
Bajaj,1/4/2024,1702
Bajaj,1/5/2024,1709
Bajaj,1/8/2024,1697
Bajaj,1/9/2024,1682
Bajaj,1/10/2024,1672
Bajaj,1/11/2024,1669
Bajaj,1/12/2024,1652
Bajaj,1/15/2024,1632
Bajaj,1/16/2024,1624
Bajaj,1/17/2024,1585
Bajaj,1/18/2024,1581
Bajaj,1/19/2024,1600
Bajaj,1/20/2024,1580
Bajaj,1/23/2024,1584
Bajaj,1/24/2024,1621
Bajaj,1/25/2024,1630
Bajaj,1/29/2024,1637
Bajaj,1/30/2024,1591
Bajaj,1/31/2024,1627
Bajaj,2/1/2024,1622
Bajaj,2/2/2024,1652
Bajaj,2/5/2024,1615
Bajaj,2/6/2024,1597
Bajaj,2/7/2024,1597
Bajaj,2/8/2024,1571
Bajaj,2/9/2024,1571
Bajaj,2/12/2024,1557
Bajaj,2/13/2024,1568
Bajaj,2/14/2024,1579
Bajaj,2/15/2024,1569
Bajaj,2/16/2024,1576
Bajaj,2/19/2024,1620
Bajaj,2/20/2024,1604
Bajaj,2/21/2024,1586
Bajaj,2/22/2024,1594
Bajaj,2/23/2024,1617
Bajaj,2/26/2024,1614
Bajaj,2/27/2024,1600
Bajaj,2/28/2024,1584
Bajaj,2/29/2024,1594
Bajaj,3/1/2024,1614
Bajaj,3/2/2024,1610
Bajaj,3/4/2024,1619
Bajaj,3/5/2024,1550
Bajaj,3/6/2024,1552
Bajaj,3/7/2024,1583
Bajaj,3/11/2024,1600
Bajaj,3/12/2024,1593
Bajaj,3/13/2024,1572
Bajaj,3/14/2024,1564
Bajaj,3/15/2024,1572
Bajaj,3/18/2024,1577
Bajaj,3/19/2024,1581
Bajaj,3/20/2024,1584
Bajaj,3/21/2024,1602
Bajaj,3/22/2024,1587
Bajaj,3/26/2024,1593
Bajaj,3/27/2024,1581
Bajaj,3/28/2024,1644
Bajaj,4/1/2024,1646
Bajaj,4/2/2024,1658
Bajaj,4/3/2024,1640
Bajaj,4/4/2024,1655
Bajaj,4/5/2024,1676
Bajaj,4/8/2024,1690
Bajaj,4/9/2024,1710
Bajaj,4/10/2024,1703
Bajaj,4/12/2024,1698
Bajaj,4/15/2024,1657
Bajaj,4/16/2024,1619
Bajaj,4/18/2024,1594
Bajaj,4/19/2024,1619
Bajaj,4/22/2024,1629
Bajaj,4/23/2024,1620
Bajaj,4/24/2024,1630
Bajaj,4/25/2024,1656
Bajaj,4/26/2024,1597
Bajaj,4/29/2024,1595
Bajaj,4/30/2024,1616
Bajaj,5/2/2024,1616
Bajaj,5/3/2024,1627
Bajaj,5/6/2024,1612
Bajaj,5/7/2024,1614
Bajaj,5/8/2024,1603
Bajaj,5/9/2024,1563
Bajaj,5/10/2024,1573
Bajaj,5/13/2024,1581
Bajaj,5/14/2024,1576
Bajaj,5/15/2024,1569
Bajaj,5/16/2024,1596
Bajaj,5/17/2024,1585
Bajaj,5/18/2024,1586
Bajaj,5/21/2024,1582
Bajaj,5/22/2024,1584
Bajaj,5/23/2024,1609
Bajaj,5/24/2024,1601
Bajaj,5/27/2024,1595
Bajaj,5/28/2024,1600
Bajaj,5/29/2024,1570
Bajaj,5/30/2024,1524
Bajaj,5/31/2024,1528
Bajaj,6/3/2024,1576
Bajaj,6/4/2024,1479
Bajaj,6/5/2024,1518
Bajaj,6/6/2024,1526
Bajaj,6/7/2024,1565
Bajaj,6/10/2024,1565
Bajaj,6/11/2024,1568
Bajaj,6/12/2024,1579
Bajaj,6/13/2024,1590
Bajaj,6/14/2024,1592
Bajaj,6/18/2024,1599
Bajaj,6/19/2024,1595
Bajaj,6/20/2024,1586
Bajaj,6/21/2024,1579
Bajaj,6/24/2024,1587
Bajaj,6/25/2024,1603
Bajaj,6/26/2024,1601
Bajaj,6/27/2024,1603
Bajaj,6/28/2024,1588
Bajaj,7/1/2024,1580
Bajaj,7/2/2024,1580
Bajaj,7/3/2024,1595
Bajaj,7/4/2024,1584
Bajaj,7/5/2024,1580
Bajaj,7/8/2024,1568
Bajaj,7/9/2024,1582
Bajaj,7/10/2024,1583
Bajaj,7/11/2024,1588
Bajaj,7/12/2024,1597
Bajaj,7/15/2024,1603
Bajaj,7/16/2024,1610
Bajaj,7/18/2024,1651
Bajaj,7/19/2024,1640
Bajaj,7/22/2024,1631
Bajaj,7/23/2024,1618
Bajaj,7/24/2024,1578
Bajaj,7/25/2024,1571
Bajaj,7/26/2024,1586
Bajaj,7/29/2024,1617
Bajaj,7/30/2024,1644
Bajaj,7/31/2024,1653
Bajaj,8/1/2024,1634
Bajaj,8/2/2024,1624
Bajaj,8/5/2024,1567
Bajaj,8/6/2024,1564
Bajaj,8/7/2024,1572
Bajaj,8/8/2024,1541
Bajaj,8/9/2024,1560
Bajaj,8/12/2024,1559
Bajaj,8/13/2024,1544
Bajaj,8/14/2024,1529
Bajaj,8/16/2024,1550
Bajaj,8/19/2024,1552
Bajaj,8/20/2024,1602
Bajaj,8/21/2024,1619
Bajaj,8/22/2024,1626
Bajaj,8/23/2024,1640
Bajaj,8/26/2024,1687
Bajaj,8/27/2024,1722
Bajaj,8/28/2024,1714
Bajaj,8/29/2024,1755
Bajaj,8/30/2024,1782
Bajaj,9/2/2024,1840
Bajaj,9/3/2024,1864
Bajaj,9/4/2024,1872
Bajaj,9/5/2024,1864
Bajaj,9/6/2024,1857
Bajaj,9/9/2024,1859
Bajaj,9/10/2024,1825
Bajaj,9/11/2024,1833
Bajaj,9/12/2024,1854
Bajaj,9/13/2024,1894
Bajaj,9/16/2024,1858
Bajaj,9/17/2024,1849
Bajaj,9/18/2024,1888
Bajaj,9/19/2024,1891
Bajaj,9/20/2024,1917
Bajaj,9/23/2024,1920
Bajaj,9/24/2024,1905
Bajaj,9/25/2024,1926
Bajaj,9/26/2024,1982
Bajaj,9/27/2024,2011
Bajaj,9/30/2024,1973
Bajaj,10/1/2024,1975
Bajaj,10/3/2024,1913
Bajaj,10/4/2024,1883
Bajaj,10/7/2024,1880
Bajaj,10/8/2024,1837
Bajaj,10/9/2024,1868
Bajaj,10/10/2024,1875
Bajaj,10/11/2024,1876
Bajaj,10/14/2024,1867
Bajaj,10/15/2024,1855
Bajaj,10/16/2024,1858
Bajaj,10/17/2024,1815
Bajaj,10/18/2024,1820
Bajaj,10/21/2024,1759
Bajaj,10/22/2024,1723
Bajaj,10/23/2024,1740
Bajaj,10/24/2024,1742
Bajaj,10/25/2024,1707
Bajaj,10/28/2024,1730
Bajaj,10/29/2024,1768
Bajaj,10/30/2024,1752
Bajaj,10/31/2024,1752
Bajaj,11/1/2024,1755
Bajaj,11/4/2024,1712
Bajaj,11/5/2024,1734
Bajaj,11/6/2024,1748
Bajaj,11/7/2024,1730
Bajaj,11/8/2024,1741
Bajaj,11/11/2024,1718
Bajaj,11/12/2024,1692
Bajaj,11/13/2024,1665
Bajaj,11/14/2024,1640
Bajaj,11/18/2024,1616
Bajaj,11/19/2024,1595
Bajaj,11/21/2024,1569
Bajaj,11/22/2024,1602
Bajaj,11/25/2024,1605
Bajaj,11/26/2024,1595
Bajaj,11/27/2024,1600
Bajaj,11/28/2024,1575
Bajaj,11/29/2024,1580
Bajaj,12/2/2024,1597
Bajaj,12/3/2024,1607
Bajaj,12/4/2024,1629
Bajaj,12/5/2024,1644
Bajaj,12/6/2024,1636
Bajaj,12/9/2024,1638
Bajaj,12/10/2024,1664
Bajaj,12/11/2024,1685
Bajaj,12/12/2024,1679
Bajaj,12/13/2024,1680
Bajaj,12/16/2024,1673
Bajaj,12/17/2024,1642
Bajaj,12/18/2024,1631
Bajaj,12/19/2024,1590
Bajaj,12/20/2024,1569
Bajaj,12/23/2024,1564
Bajaj,12/24/2024,1564
Bajaj,12/26/2024,1560
Bajaj,12/27/2024,1579
Bajaj,12/30/2024,1576
Bajaj,12/31/2024,1568
Bajaj,1/1/2025,1577
Bajaj,1/2/2025,1701
Bajaj,1/3/2025,1701
Bajaj,1/6/2025,1684
Bajaj,1/7/2025,1685
Bajaj,1/8/2025,1696
Bajaj,1/9/2025,1691
Bajaj,1/10/2025,1700
Bajaj,1/13/2025,1675
Bajaj,1/14/2025,1712
Bajaj,1/15/2025,1672
Bajaj,1/16/2025,1697
Bajaj,1/17/2025,1681
Bajaj,1/20/2025,1735
Bajaj,1/21/2025,1716
Bajaj,1/22/2025,1743
Bajaj,1/23/2025,1746
Bajaj,1/24/2025,1729
Bajaj,1/27/2025,1712
Bajaj,1/28/2025,1768
Bajaj,1/29/2025,1789
Bajaj,1/30/2025,1745
Bajaj,1/31/2025,1737
Bajaj,2/1/2025,1754
Bajaj,2/3/2025,1794
Bajaj,2/4/2025,1814
Bajaj,2/5/2025,1796
Bajaj,2/6/2025,1787
Bajaj,2/7/2025,1798
Bajaj,2/10/2025,1793
Bajaj,2/11/2025,1745
Bajaj,2/12/2025,1788
Bajaj,2/13/2025,1849
Bajaj,2/14/2025,1840
Bajaj,2/17/2025,1893
Bajaj,2/18/2025,1893
Bajaj,2/19/2025,1875
Bajaj,2/20/2025,1881
Bajaj,2/21/2025,1878
Bajaj,2/24/2025,1858
Bajaj,2/25/2025,1876
Bajaj,2/27/2025,1925
Bajaj,2/28/2025,1873
Bajaj,3/3/2025,1838
Bajaj,3/4/2025,1790
Bajaj,3/5/2025,1802
Bajaj,3/6/2025,1845
Bajaj,3/7/2025,1847
Bajaj,3/10/2025,1839
Bajaj,3/11/2025,1806
Bajaj,3/12/2025,1819
Bajaj,3/13/2025,1807
Bajaj,3/17/2025,1872
Bajaj,3/18/2025,1845
Bajaj,3/19/2025,1842
Bajaj,3/20/2025,1851
Bajaj,3/21/2025,1846
Bajaj,3/24/2025,1895
Bajaj,3/25/2025,1946
Bajaj,3/26/2025,1943
Bajaj,3/27/2025,2005
Tata,1/1/2020,184
Tata,1/2/2020,194
Tata,1/3/2020,191
Tata,1/6/2020,186
Tata,1/7/2020,185
Tata,1/8/2020,183
Tata,1/9/2020,192
Tata,1/10/2020,196
Tata,1/13/2020,196
Tata,1/14/2020,196
Tata,1/15/2020,200
Tata,1/16/2020,198
Tata,1/17/2020,197
Tata,1/20/2020,195
Tata,1/21/2020,191
Tata,1/22/2020,186
Tata,1/23/2020,188
Tata,1/24/2020,186
Tata,1/27/2020,182
Tata,1/28/2020,176
Tata,1/29/2020,188
Tata,1/30/2020,186
Tata,1/31/2020,177
Tata,2/1/2020,166
Tata,2/3/2020,164
Tata,2/4/2020,166
Tata,2/5/2020,184
Tata,2/6/2020,179
Tata,2/7/2020,174
Tata,2/10/2020,169
Tata,2/11/2020,170
Tata,2/12/2020,171
Tata,2/13/2020,169
Tata,2/14/2020,169
Tata,2/17/2020,169
Tata,2/18/2020,162
Tata,2/19/2020,158
Tata,2/20/2020,158
Tata,2/24/2020,151
Tata,2/25/2020,150
Tata,2/26/2020,145
Tata,2/27/2020,145
Tata,2/28/2020,129
Tata,3/2/2020,125
Tata,3/3/2020,130
Tata,3/4/2020,126
Tata,3/5/2020,126
Tata,3/6/2020,114
Tata,3/9/2020,106
Tata,3/11/2020,99
Tata,3/12/2020,88
Tata,3/13/2020,90
Tata,3/16/2020,83
Tata,3/17/2020,78
Tata,3/18/2020,76
Tata,3/19/2020,73
Tata,3/20/2020,77
Tata,3/23/2020,70
Tata,3/24/2020,69
Tata,3/25/2020,70
Tata,3/26/2020,71
Tata,3/27/2020,71
Tata,3/30/2020,68
Tata,3/31/2020,71
Tata,4/1/2020,68
Tata,4/3/2020,65
Tata,4/7/2020,67
Tata,4/8/2020,68
Tata,4/9/2020,75
Tata,4/13/2020,74
Tata,4/15/2020,73
Tata,4/16/2020,75
Tata,4/17/2020,77
Tata,4/20/2020,81
Tata,4/21/2020,75
Tata,4/22/2020,76
Tata,4/23/2020,76
Tata,4/24/2020,74
Tata,4/27/2020,75
Tata,4/28/2020,77
Tata,4/29/2020,78
Tata,4/30/2020,93
Tata,5/4/2020,84
Tata,5/5/2020,81
Tata,5/6/2020,83
Tata,5/7/2020,83
Tata,5/8/2020,81
Tata,5/11/2020,86
Tata,5/12/2020,86
Tata,5/13/2020,87
Tata,5/14/2020,84
Tata,5/15/2020,84
Tata,5/18/2020,81
Tata,5/19/2020,82
Tata,5/20/2020,83
Tata,5/21/2020,84
Tata,5/22/2020,83
Tata,5/26/2020,83
Tata,5/27/2020,85
Tata,5/28/2020,87
Tata,5/29/2020,87
Tata,6/1/2020,90
Tata,6/2/2020,97
Tata,6/3/2020,99
Tata,6/4/2020,99
Tata,6/5/2020,111
Tata,6/8/2020,116
Tata,6/9/2020,111
Tata,6/10/2020,112
Tata,6/11/2020,106
Tata,6/12/2020,105
Tata,6/15/2020,100
Tata,6/16/2020,95
Tata,6/17/2020,95
Tata,6/18/2020,96
Tata,6/19/2020,102
Tata,6/22/2020,103
Tata,6/23/2020,104
Tata,6/24/2020,105
Tata,6/25/2020,104
Tata,6/26/2020,102
Tata,6/29/2020,100
Tata,6/30/2020,98
Tata,7/1/2020,101
Tata,7/2/2020,102
Tata,7/3/2020,103
Tata,7/6/2020,109
Tata,7/7/2020,109
Tata,7/8/2020,105
Tata,7/9/2020,107
Tata,7/10/2020,108
Tata,7/13/2020,108
Tata,7/14/2020,105
Tata,7/15/2020,103
Tata,7/16/2020,103
Tata,7/17/2020,106
Tata,7/20/2020,105
Tata,7/21/2020,109
Tata,7/22/2020,105
Tata,7/23/2020,106
Tata,7/24/2020,104
Tata,7/27/2020,102
Tata,7/28/2020,107
Tata,7/29/2020,106
Tata,7/30/2020,104
Tata,7/31/2020,105
Tata,8/3/2020,113
Tata,8/4/2020,111
Tata,8/5/2020,116
Tata,8/6/2020,117
Tata,8/7/2020,119
Tata,8/10/2020,124
Tata,8/11/2020,122
Tata,8/12/2020,125
Tata,8/13/2020,131
Tata,8/14/2020,125
Tata,8/17/2020,124
Tata,8/18/2020,126
Tata,8/19/2020,125
Tata,8/20/2020,122
Tata,8/21/2020,121
Tata,8/24/2020,121
Tata,8/25/2020,127
Tata,8/26/2020,138
Tata,8/27/2020,144
Tata,8/28/2020,143
Tata,8/31/2020,143
Tata,9/1/2020,144
Tata,9/2/2020,150
Tata,9/3/2020,152
Tata,9/4/2020,148
Tata,9/7/2020,149
Tata,9/8/2020,142
Tata,9/9/2020,140
Tata,9/10/2020,143
Tata,9/11/2020,144
Tata,9/14/2020,148
Tata,9/15/2020,148
Tata,9/16/2020,152
Tata,9/17/2020,148
Tata,9/18/2020,148
Tata,9/21/2020,137
Tata,9/22/2020,133
Tata,9/23/2020,131
Tata,9/24/2020,123
Tata,9/25/2020,127
Tata,9/28/2020,133
Tata,9/29/2020,132
Tata,9/30/2020,133
Tata,10/1/2020,134
Tata,10/5/2020,134
Tata,10/6/2020,145
Tata,10/7/2020,141
Tata,10/8/2020,141
Tata,10/9/2020,138
Tata,10/12/2020,136
Tata,10/13/2020,134
Tata,10/14/2020,131
Tata,10/15/2020,127
Tata,10/16/2020,128
Tata,10/19/2020,128
Tata,10/20/2020,130
Tata,10/21/2020,130
Tata,10/22/2020,133
Tata,10/23/2020,137
Tata,10/26/2020,134
Tata,10/27/2020,136
Tata,10/28/2020,135
Tata,10/29/2020,132
Tata,10/30/2020,133
Tata,11/2/2020,133
Tata,11/3/2020,134
Tata,11/4/2020,136
Tata,11/5/2020,138
Tata,11/6/2020,139
Tata,11/9/2020,141
Tata,11/10/2020,146
Tata,11/11/2020,151
Tata,11/12/2020,151
Tata,11/13/2020,146
Tata,11/14/2020,149
Tata,11/17/2020,158
Tata,11/18/2020,174
Tata,11/19/2020,168
Tata,11/20/2020,169
Tata,11/23/2020,171
Tata,11/24/2020,172
Tata,11/25/2020,171
Tata,11/26/2020,174
Tata,11/27/2020,180
Tata,12/1/2020,180
Tata,12/2/2020,184
Tata,12/3/2020,185
Tata,12/4/2020,184
Tata,12/7/2020,184
Tata,12/8/2020,182
Tata,12/9/2020,183
Tata,12/10/2020,178
Tata,12/11/2020,179
Tata,12/14/2020,178
Tata,12/15/2020,179
Tata,12/16/2020,183
Tata,12/17/2020,182
Tata,12/18/2020,181
Tata,12/21/2020,165
Tata,12/22/2020,165
Tata,12/23/2020,169
Tata,12/24/2020,176
Tata,12/28/2020,186
Tata,12/29/2020,183
Tata,12/30/2020,184
Tata,12/31/2020,184
Tata,1/1/2021,186
Tata,1/4/2021,191
Tata,1/5/2021,193
Tata,1/6/2021,195
Tata,1/7/2021,197
Tata,1/8/2021,198
Tata,1/11/2021,220
Tata,1/12/2021,238
Tata,1/13/2021,243
Tata,1/14/2021,245
Tata,1/15/2021,260
Tata,1/18/2021,246
Tata,1/19/2021,259
Tata,1/20/2021,275
Tata,1/21/2021,290
Tata,1/22/2021,289
Tata,1/25/2021,279
Tata,1/27/2021,267
Tata,1/28/2021,267
Tata,1/29/2021,263
Tata,2/1/2021,280
Tata,2/2/2021,322
Tata,2/3/2021,331
Tata,2/4/2021,326
Tata,2/5/2021,316
Tata,2/8/2021,336
Tata,2/9/2021,325
Tata,2/10/2021,329
Tata,2/11/2021,325
Tata,2/12/2021,325
Tata,2/15/2021,333
Tata,2/16/2021,329
Tata,2/17/2021,330
Tata,2/18/2021,323
Tata,2/19/2021,312
Tata,2/22/2021,304
Tata,2/23/2021,324
Tata,2/24/2021,322
Tata,2/25/2021,333
Tata,2/26/2021,323
Tata,3/1/2021,328
Tata,3/2/2021,346
Tata,3/3/2021,349
Tata,3/4/2021,339
Tata,3/5/2021,325
Tata,3/8/2021,321
Tata,3/9/2021,315
Tata,3/10/2021,321
Tata,3/12/2021,317
Tata,3/15/2021,318
Tata,3/16/2021,320
Tata,3/17/2021,306
Tata,3/18/2021,307
Tata,3/19/2021,309
Tata,3/22/2021,303
Tata,3/23/2021,307
Tata,3/24/2021,294
Tata,3/25/2021,286
Tata,3/26/2021,296
Tata,3/30/2021,297
Tata,3/31/2021,302
Tata,4/1/2021,308
Tata,4/5/2021,305
Tata,4/6/2021,308
Tata,4/7/2021,308
Tata,4/8/2021,314
Tata,4/9/2021,318
Tata,4/12/2021,287
Tata,4/13/2021,303
Tata,4/15/2021,304
Tata,4/16/2021,310
Tata,4/19/2021,301
Tata,4/20/2021,298
Tata,4/22/2021,295
Tata,4/23/2021,294
Tata,4/26/2021,295
Tata,4/27/2021,301
Tata,4/28/2021,306
Tata,4/29/2021,302
Tata,4/30/2021,294
Tata,5/3/2021,293
Tata,5/4/2021,289
Tata,5/5/2021,292
Tata,5/6/2021,301
Tata,5/7/2021,303
Tata,5/10/2021,315
Tata,5/11/2021,316
Tata,5/12/2021,326
Tata,5/14/2021,312
Tata,5/17/2021,321
Tata,5/18/2021,332
Tata,5/19/2021,315
Tata,5/20/2021,308
Tata,5/21/2021,313
Tata,5/24/2021,312
Tata,5/25/2021,315
Tata,5/26/2021,316
Tata,5/27/2021,319
Tata,5/28/2021,319
Tata,5/31/2021,319
Tata,6/1/2021,318
Tata,6/2/2021,323
Tata,6/3/2021,325
Tata,6/4/2021,335
Tata,6/7/2021,346
Tata,6/8/2021,353
Tata,6/9/2021,343
Tata,6/10/2021,345
Tata,6/11/2021,351
Tata,6/14/2021,356
Tata,6/15/2021,353
Tata,6/16/2021,349
Tata,6/17/2021,346
Tata,6/18/2021,338
Tata,6/21/2021,334
Tata,6/22/2021,338
Tata,6/23/2021,335
Tata,6/24/2021,335
Tata,6/25/2021,340
Tata,6/28/2021,343
Tata,6/29/2021,342
Tata,6/30/2021,340
Tata,7/1/2021,344
Tata,7/2/2021,345
Tata,7/5/2021,346
Tata,7/6/2021,317
Tata,7/7/2021,317
Tata,7/8/2021,306
Tata,7/9/2021,306
Tata,7/12/2021,307
Tata,7/13/2021,311
Tata,7/14/2021,309
Tata,7/15/2021,310
Tata,7/16/2021,311
Tata,7/19/2021,309
Tata,7/20/2021,302
Tata,7/22/2021,303
Tata,7/23/2021,296
Tata,7/26/2021,293
Tata,7/27/2021,291
Tata,7/28/2021,284
Tata,7/29/2021,293
Tata,7/30/2021,294
Tata,8/2/2021,297
Tata,8/3/2021,304
Tata,8/4/2021,298
Tata,8/5/2021,300
Tata,8/6/2021,300
Tata,8/9/2021,298
Tata,8/10/2021,294
Tata,8/11/2021,295
Tata,8/12/2021,306
Tata,8/13/2021,307
Tata,8/16/2021,304
Tata,8/17/2021,298
Tata,8/18/2021,293
Tata,8/20/2021,283
Tata,8/23/2021,277
Tata,8/24/2021,280
Tata,8/25/2021,284
Tata,8/26/2021,284
Tata,8/27/2021,286
Tata,8/30/2021,292
Tata,8/31/2021,287
Tata,9/1/2021,295
Tata,9/2/2021,293
Tata,9/3/2021,296
Tata,9/6/2021,297
Tata,9/7/2021,295
Tata,9/8/2021,295
Tata,9/9/2021,299
Tata,9/13/2021,301
Tata,9/14/2021,306
Tata,9/15/2021,312
Tata,9/16/2021,312
Tata,9/17/2021,309
Tata,9/20/2021,299
Tata,9/21/2021,302
Tata,9/22/2021,310
Tata,9/23/2021,322
Tata,9/24/2021,318
Tata,9/27/2021,332
Tata,9/28/2021,329
Tata,9/29/2021,330
Tata,9/30/2021,333
Tata,10/1/2021,333
Tata,10/4/2021,342
Tata,10/5/2021,345
Tata,10/6/2021,336
Tata,10/7/2021,376
Tata,10/8/2021,383
Tata,10/11/2021,416
Tata,10/12/2021,421
Tata,10/13/2021,507
Tata,10/14/2021,497
Tata,10/18/2021,510
Tata,10/19/2021,482
Tata,10/20/2021,487
Tata,10/21/2021,508
Tata,10/22/2021,491
Tata,10/25/2021,480
Tata,10/26/2021,509
Tata,10/27/2021,498
Tata,10/28/2021,481
Tata,10/29/2021,484
Tata,11/1/2021,486
Tata,11/2/2021,488
Tata,11/3/2021,485
Tata,11/4/2021,490
Tata,11/8/2021,501
Tata,11/9/2021,510
Tata,11/10/2021,511
Tata,11/11/2021,503
Tata,11/12/2021,507
Tata,11/15/2021,505
Tata,11/16/2021,519
Tata,11/17/2021,530
Tata,11/18/2021,510
Tata,11/22/2021,486
Tata,11/23/2021,495
Tata,11/24/2021,489
Tata,11/25/2021,493
Tata,11/26/2021,460
Tata,11/29/2021,461
Tata,11/30/2021,459
Tata,12/1/2021,475
Tata,12/2/2021,479
Tata,12/3/2021,480
Tata,12/6/2021,467
Tata,12/7/2021,482
Tata,12/8/2021,494
Tata,12/9/2021,494
Tata,12/10/2021,494
Tata,12/13/2021,495
Tata,12/14/2021,490
Tata,12/15/2021,492
Tata,12/16/2021,492
Tata,12/17/2021,470
Tata,12/20/2021,447
Tata,12/21/2021,454
Tata,12/22/2021,471
Tata,12/23/2021,472
Tata,12/24/2021,468
Tata,12/27/2021,471
Tata,12/28/2021,480
Tata,12/29/2021,476
Tata,12/30/2021,470
Tata,12/31/2021,482
Tata,1/3/2022,497
Tata,1/4/2022,489
Tata,1/5/2022,490
Tata,1/6/2022,489
Tata,1/7/2022,490
Tata,1/10/2022,504
Tata,1/11/2022,501
Tata,1/12/2022,507
Tata,1/13/2022,512
Tata,1/14/2022,510
Tata,1/17/2022,525
Tata,1/18/2022,511
Tata,1/19/2022,521
Tata,1/20/2022,516
Tata,1/21/2022,502
Tata,1/24/2022,479
Tata,1/25/2022,490
Tata,1/27/2022,494
Tata,1/28/2022,497
Tata,1/31/2022,518
Tata,2/1/2022,504
Tata,2/2/2022,506
Tata,2/3/2022,505
Tata,2/4/2022,501
Tata,2/7/2022,495
Tata,2/8/2022,493
Tata,2/9/2022,501
Tata,2/10/2022,507
Tata,2/11/2022,498
Tata,2/14/2022,472
Tata,2/15/2022,504
Tata,2/16/2022,498
Tata,2/17/2022,500
Tata,2/18/2022,493
Tata,2/21/2022,495
Tata,2/22/2022,478
Tata,2/23/2022,477
Tata,2/24/2022,428
Tata,2/25/2022,460
Tata,2/28/2022,454
Tata,3/2/2022,448
Tata,3/3/2022,437
Tata,3/4/2022,418
